"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Interconversion of nucleotide di- and triphosphates","WP4059","wiki",0.00098547,7,51,0.02395142,1,"Pyrophosphate;Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;Ammonia;2'-Deoxyguanosine 5'-monophosphate;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Glutamine; L-Glutamine;Vidarabine phosphate;Avenanthramide K","1, 5"
"Pyrimidine metabolism and related diseases","WP4225","wiki",0.00093527,6,37,0.02331111,1,"D-Aspartic acid;Ureidoisobutyric acid;Orotidylic acid;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Glutamic acid;Ammonia;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;UIBA; Ureidoisobutyric acid;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;Orotidine; Orotidylic acid;Glutamine; L-Glutamine;Orotidine; Orotidine 5'-phosphate;Avenanthramide K;3-ureido-isobutyrate; Ureidoisobutyric acid","1"
"Pentose phosphate pathway in senescent cells","WP5043","wiki",0.0001823,5,18,0.00729761,0.2349875,"D-Mannose 1-phosphate;Galactose 1-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;D-Sedoheptulose 7-phosphate;Dolichyl phosphate D-mannose;D-Sedoheptulose 7-phosphate; SH7P;Adenosine monophosphate; AMP;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;6-O-phosphonato-D-glucono-1,5-lactone(2-);Vidarabine phosphate;beta-D-Glucose 1-phosphate;Sedoheptulose 7-phosphate; SH7P","3"
"Metabolism overview","WP3602","wiki",5.289e-05,13,115,0.00332686,0.06880635,"Succinic acid;beta-D-Glucose 6-phosphate;D-Mannose 1-phosphate;D-Aspartic acid;Galactose 1-phosphate;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Mannose 6-phosphate;L-Aspartic acid;L-Glutamine;Glutamate; L-Glutamic acid;Glycerol 3-phosphate;Dihydroxyacetone phosphate;D-Glucose-6-Phosphate; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;D-Glutamic acid;Ammonia;D-Sedoheptulose 7-phosphate;Dolichyl phosphate D-mannose;D-Sedoheptulose 7-phosphate; SH7P;Glycerophosphoric acid;Butanedioic acid; SUCCA; Succinic acid;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;G3P; Glycerol 3-phosphate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;beta-D-Glucose 6-phosphate; D-Glucose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;G1P; Glucose 1-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-Tagatose 6-phosphate;Butanedioic acid; succinate; Succinic acid;Glutamine; L-Glutamine;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;6-O-phosphonato-D-glucono-1,5-lactone(2-);[(2R,3R,4S,5S)-3,4,5,6-Tetrahydroxyoxan-2-yl]methyl dihydrogen phosphate;beta-D-Glucose 1-phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;Avenanthramide K;D-fructose 6-phosphate;D-mannose 6-phosphate;alpha-D-glucose 6-phosphate","Did not cluster"
"Glucose metabolism in triple-negative breast cancer cells","WP5211","wiki",0.00228424,3,9,0.04437472,1,"D-Lactic acid;Glucose 6-phosphate; Glucose-6-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G6P; Glucose 6-phosphate;(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","6, 8"
"RNA Polymerase II Transcription","WP1906","wiki",0.00155874,3,8,0.03431825,1,"Pyrophosphate;Phosphate;Adenosine monophosphate;Adenosine monophosphate; AMP;Phosphate; Pi;PPi; Pyrophosphate;Vidarabine phosphate","1"
"Polyol pathway","WP690","wiki",0.00026857,4,11,0.009097,0.34457726,"Fructose 1-phosphate;Glyceraldehyde;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;DHAP; Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;2-Methylacetoacetyl-CoA; Glyceraldehyde;G3P; Glyceraldehyde 3-phosphate","6"
"Neurotransmitter release cycle","WP1871","wiki",1.441e-05,8,37,0.00156239,0.01887441,"Elaidic acid;Oleic acid;Phosphate;Octadec-9-enoic Acid;Arachidonic acid;noradrenaline; Norepinephrine;Myristic acid;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;D-Glutamic acid;Ammonia;5Z,8Z,11Z,14Z-eicosatetraenoic acid; Arachidonic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;9Z-octadecenoic acid; OLEA; Oleic acid;DL-Glutamate; Glutamate;NAd; Norepinephrine;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;Myristic acid; MYSA; tetradecanoic acid;5,8,11,14-eicosatetraenoic acid; 5,8,11,14-Icosatetraenoic Acid;9Z-octadecenoic acid; OA; Oleic acid;Norepinephrine;Glutamine; L-Glutamine;Myristic acid; tetradecanoic acid;5,8,11,14-Icosatetraenoic Acid;Avenanthramide K","1, 2"
"Integration of energy metabolism","WP1831","wiki",8.4e-07,9,35,0.00013852,0.00110228,"Pentadecanoic acid;Elaidic acid;Oleic acid;Pyrophosphate;Phosphate;Octadec-9-enoic Acid;noradrenaline; Norepinephrine;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;D-Sedoheptulose 7-phosphate;D-Sedoheptulose 7-phosphate; SH7P;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;9Z-octadecenoic acid; OLEA; Oleic acid;NAd; Norepinephrine;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;PPi; Pyrophosphate;D-Tagatose 6-phosphate;9Z-octadecenoic acid; OA; Oleic acid;Norepinephrine;G3P; Glyceraldehyde 3-phosphate;Vidarabine phosphate;Fructose-6-Phosphate (closed form);Sedoheptulose 7-phosphate; SH7P;D-fructose 6-phosphate","1, 2, 3"
"Nicotinate metabolism","WP4097","wiki",0.00014205,8,50,0.00625497,0.18352965,"D-Lactic acid;Pyrophosphate;Phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glutamine;Adenosine monophosphate;D-Glutamic acid;L-Lactic acid;Quinolinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;L-Lactic acid; Lactate;Glutamine; L-Glutamine;Vidarabine phosphate;NMNH","1"
"Cori cycle","WP1946","wiki",0.00012313,6,26,0.00560871,0.15932825,"D-Lactic acid;6-Phosphonoglucono-D-lactone; D-glucono-1,5-lactone-6-phosphate;Glucose 6-phosphate; Glucose-6-Phosphate;Dihydroxyacetone phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-Phosphate;Fructose 6-phosphate; Fructose-6-Phosphate;L-Lactic acid;Fructose 6-phosphate; Fructose 6P;Beta-D-Fructose 6-phosphate; Fructose-6-P;DHAP; Dihydroxyacetone phosphate;6-O-phosphono-D-glucono-1,5-lactone; 6-Phosphonoglucono-D-lactone; D-Glucono-1,5-lactone 6-phosphate;Glyceraldehyde 3-phosphate; Glyceraldehyde-3-P;D-glucopyranose 6-phosphate; Glc6P; Glucose 6-phosphate;D-Lactic acid; Lactate;(S)-lactic acid; L-Lactic acid; LACT;D-Tagatose 6-phosphate;L-Lactic acid; Lactate;G3P; Glyceraldehyde 3-phosphate;6-Phosphonoglucono-D-lactone;G6P; Glucose 6-phosphate;6-O-phosphonato-D-glucono-1,5-lactone(2-);(2R,3R,4S,5R)-2,3,4,5-Tetrahydroxy-6-oxohexyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","1, 6"
"Asparagine N-linked glycosylation","WP1785","wiki",0.00263895,9,94,0.04980073,1,"Pyrophosphate;Phosphate;D-Mannose 1-phosphate;N-Acetyl-D-Glucosamine 6-Phosphate;Galactose 1-phosphate;L-Glutamine;Glutamate; L-Glutamic acid;D-Glucose-6-Phosphate; Glucose 1-phosphate;D-Glutamine;Fructose 6-phosphate; Fructose-6-Phosphate;N-Acetyl-glucosamine 1-phosphate;D-Glutamic acid;N-Acetylglucosamine 6-phosphate;N-Acetylmannosamine-6P;N-Acetyl-D-mannosamine 6-phosphate;Dolichyl phosphate D-mannose;AcGlcN6P; N-Acetyl-D-Glucosamine 6-Phosphate;Fructose 6-phosphate; Fructose 6P;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Beta-D-Fructose 6-phosphate; Fructose-6-P;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;Phosphate; Pi;G1P; Glucose 1-phosphate;PPi; Pyrophosphate;D-Tagatose 6-phosphate;N-acetyl-alpha-D-galactosamine 1-phosphate;N-Acetyl-D-galactosamine 1-phosphate;AcGlcN1P; N-Acetyl-glucosamine 1-phosphate;Glutamine; L-Glutamine;Glucose 1-phosphate;D-Mannose 1-phosphate; Man1P;beta-D-Glucose 1-phosphate;(5-Acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate;beta-L-fucose 1-phosphate","1"
