"pathwayName","pathwayId","pathwaySource","Pval","Num_In_Path","Total_In_Path","Pval_FDR","Pval_Holm","analytes","cluster_assignment"
"Aspartate and asparagine metabolism","WP4979","wiki",8.342e-05,8,25,0.00746617,0.11820747,"Taurine;3-Sulfinoalanine;Pyrophosphate;D-Aspartic acid;L-Aspartic acid;Glutamate; L-Glutamic acid;Adenosine monophosphate;D-Glutamic acid;Ammonia;N-Acetyl-L-aspartic acid;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;N-Acetyl-L-aspartic acid; NAA;PPi; Pyrophosphate;Vidarabine phosphate;Cysteine sulfinic acid;Avenanthramide K","2"
"Methionine metabolism leading to sulfur amino acids and related disorders","WP4292","wiki",3.9e-07,10,23,0.00013845,0.00055264,"Taurine;3-Sulfinoalanine;Pyrophosphate;Phosphate;Sulfate;L-Cysteine;Racemethionine;Homocysteine;Adenosine monophosphate;L-Methionine; Methionine;D-Cysteine;cysteine; DL-Cysteine;TAU; Taurine;Adenosine monophosphate; AMP;3-Sulfinoalanine; CSA;Methionine; Racemethionine;Cysteine; L-Cysteine;Cystathione;Phosphate; Pi;SO4(2-); Sulfate;PPi; Pyrophosphate;Vidarabine phosphate;Cysteine sulfinic acid","1, 3"
"Interconversion of nucleotide di- and triphosphates","WP4059","wiki",4.404e-05,12,51,0.00450479,0.06249447,"Pyrophosphate;Phosphate;Cysteineglutathione disulfide;Glutamate; L-Glutamic acid;Uridine 5'-monophosphate;Adenosine monophosphate;Deoxyadenosine monophosphate;D-Glutamic acid;Glutathione;Ammonia;GMP; Guanosine monophosphate;2'-Deoxyguanosine 5'-monophosphate;dUMP;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;Glutathione; GSH;guanosine 5'-monophosphate; Guanosine monophosphate;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;Cysteineglutathione disulfide; GSSG;DL-Glutamate; Glutamate;Phosphate; Pi;PPi; Pyrophosphate;Guanosine monophosphate;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Vidarabine phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;Cifostodine;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;Avenanthramide K","2"
"Pyrimidine metabolism and related diseases","WP4225","wiki",0.00155745,8,37,0.04358018,1,"Ureidosuccinic acid;D-Aspartic acid;L-Aspartic acid;Glutamate; L-Glutamic acid;Uridine;Uridine 5'-monophosphate;D-Glutamic acid;Phosphoribosyl pyrophosphate;Ammonia;dUMP;1-[(2R,3S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione;N-Carbamoyl-L-aspartate; Ureidosuccinic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;UMP; Uridine 5'-monophosphate;Ura-Rib; Uridine;Aspartate; L-Aspartic acid;Phosphoribosyl pyrophosphate; PRPP;D-Asp; D-Aspartic acid;DL-Glutamate; Glutamate;5-O-phosphonato-alpha-D-ribofuranosyl Diphosphate(5-);[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;Avenanthramide K","2, 7"
"Nucleobase catabolism","WP4042","wiki",3.374e-05,18,101,0.00371637,0.04790791,"Uridine 2'-phosphate;Inosinic acid;Pyrophosphate;Phosphate;Cysteineglutathione disulfide;Uridine;Uridine 5'-monophosphate;Adenosine monophosphate;Deoxyadenosine monophosphate;Xanthine;Glutathione;Ammonia;Uridine 3'-monophosphate;GMP; Guanosine monophosphate;2'-Deoxyguanosine 5'-monophosphate;dUMP;1-[(2R,3S,5R)-3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;Ura-Rib; Uridine;Glutathione; GSH;IMP; Inosinic acid;guanosine 5'-monophosphate; Guanosine monophosphate;9H-xanthine; XAN; Xanthine;2'-deoxyadenosine 5'-monophosphate; Deoxyadenosine monophosphate;Cysteineglutathione disulfide; GSSG;Phosphate; Pi;U2MP; Uridine 2'-phosphate;3'-UMP; U3MP; Uridine 3'-monophosphate;PPi; Pyrophosphate;2-hydroxy-dAMP;Guanosine monophosphate;8-Oxo-dGMP;Cytidine 2',3'-cyclic phosphate; GSSG;U3MP; Uridine 3'-monophosphate;Glutathionate(1-);Vidarabine phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;Cifostodine;[(2R,5R)-3,4-Dihydroxy-5-(6-oxo-1H-purin-9-yl)oxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate;Avenanthramide K","2"
"Phase II - Conjugation of compounds","WP4111","wiki",7.62e-06,24,147,0.00121235,0.01085229,"Pyrophosphate;Phosphate;Sulfate;Cysteineglutathione disulfide;D-Mannose 1-phosphate;Cysteinylglycine;Galactose 1-phosphate;S-(2-Hydroxyethyl)glutathione;Glycitein;2,3-Epoxyaflatoxin B1;Salicyluric acid;L-Cysteine;Glutamate; L-Glutamic acid;Racemethionine;D-Glucose-6-Phosphate; Glucose 1-phosphate;Homocysteine;Adenosine monophosphate;L-Methionine; Methionine;Sulfanilamide;D-Glutamic acid;Salicylic acid;Glutathione;Dimethylarsinic acid;Dolichyl phosphate D-mannose;D-Cysteine;Pyroglutamic acid;Protocatechuic acid;cysteine; DL-Cysteine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Adenosine monophosphate; AMP;Methionine; Racemethionine;Glutathione; GSH;SAL; Salicylic acid;Cysteine; L-Cysteine;Cysteineglutathione disulfide; GSSG;alpha-D-galactose 1-phosphate; Gal1P; Galactose 1-phosphate;OPRO; Pyroglutamic acid;alpha-D-mannose 1-phosphate; D-Mannose 1-phosphate;DL-Glutamate; Glutamate;Phosphate; Pi;SO4(2-); Sulfate;G1P; Glucose 1-phosphate;N-acetyl-1,4-benzoquinone imine; NABQI; NAPQI;PPi; Pyrophosphate;2,3-Epoxyaflatoxin B1; aflatoxin B1 exo-8,9-epoxide; AFXBO;7,4'-Dihydroxy-6-methoxyisoflavone; GCTN; Glycitein;S-(2-Hydroxyethyl)glutathione; S-2-(hydroxyethyl)-glutathione;3,4-dihydroxybenzoic acid; 3,4DHBNZ; Protocatechuic acid;SAMD; Sulfanilamide;Dimethylarsinic acid; DMAA;4-Acetamidosalicylic acid;Phenol glucuronide; phenol O-(beta-D-glucuronide); Phenyl glucuronate;Salicyluric acid; SUA;Cysteinyl-glycine; Cysteinylglycine;5-oxoproline; Pyroglutamic acid;Glucose 1-phosphate;3,4DHBNZ; Protocatechuic acid;D-Mannose 1-phosphate; Man1P;2,3-Epoxyaflatoxin B1; Aflatoxin B1 exo-8,9-epoxide;dimethylarsinate; Dimethylarsinic acid;Cytidine 2',3'-cyclic phosphate; GSSG;Phenylglucuronide;Phenol glucuronide; Phenyl glucuronate;NABQI; NAPQI;Glutathionate(1-);Vidarabine phosphate;beta-D-Glucose 1-phosphate;Cifostodine;2-[[(2S)-2-Amino-3-sulfanylpropanoyl]amino]acetic acid","3"
"Diclofenac metabolic pathway","WP2491","wiki",0.0001965,4,6,0.01347405,0.27764941,"Diclofenac;4'-Hydroxydiclofenac;3'-Hydroxydiclofenac;5-Hydroxydiclofenac","Did not cluster"
"Trans-sulfuration, one-carbon metabolism and related pathways","WP2525","wiki",0.0005069,11,56,0.02503044,0.71168943,"Taurine;3-Sulfinoalanine;Cysteineglutathione disulfide;L-Cysteine;Glutamate; L-Glutamic acid;Racemethionine;Homocysteine;L-Methionine; Methionine;D-Glutamic acid;Glutathione;D-Cysteine;dUMP;Pyroglutamic acid;cysteine; DL-Cysteine;TAU; Taurine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;3-Sulfinoalanine; CSA;Methionine; Racemethionine;Glutathione; GSH;Cysteine; L-Cysteine;Cystathione;Cysteineglutathione disulfide; GSSG;OPRO; Pyroglutamic acid;DL-Glutamate; Glutamate;5-oxoproline; Pyroglutamic acid;Cytidine 2',3'-cyclic phosphate; GSSG;Glutathionate(1-);Cifostodine;Cysteine sulfinic acid;[(2S,5S)-5-(2,4-Dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate","1, 8"
"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases","WP4518","wiki",0.00029901,5,11,0.01712717,0.42100295,"Cysteinylglycine;L-Cysteine;Glutamate; L-Glutamic acid;D-Glutamic acid;Glutathione;D-Cysteine;Pyroglutamic acid;cysteine; DL-Cysteine;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;Glutathione; GSH;Cysteine; L-Cysteine;OPRO; Pyroglutamic acid;DL-Glutamate; Glutamate;Cysteinyl-glycine; Cysteinylglycine;5-oxoproline; Pyroglutamic acid;Glutathionate(1-);2-[[(2S)-2-Amino-3-sulfanylpropanoyl]amino]acetic acid","3"
"Neurotransmitter release cycle","WP1871","wiki",0.00155745,8,37,0.04358018,1,"Elaidic acid;Oleic acid;Phosphate;Dodecanoic acid;Octadec-9-enoic Acid;Arachidonic acid;Myristic acid;Glutamate; L-Glutamic acid;Palmitic acid;D-Glutamic acid;Ammonia;hexadecanoic acid; PALM; Palmitic acid;5Z,8Z,11Z,14Z-eicosatetraenoic acid; Arachidonic acid;D-Glutamic acid; Glutamate;L-Glutamate; L-Glutamic acid;9Z-octadecenoic acid; OLEA; Oleic acid;DL-Glutamate; Glutamate;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;Myristic acid; MYSA; tetradecanoic acid;DDCX; Dodecanoic acid;5,8,11,14-eicosatetraenoic acid; 5,8,11,14-Icosatetraenoic Acid;9Z-octadecenoic acid; OA; Oleic acid;hexadecanoic acid; Palmitic acid;Myristic acid; tetradecanoic acid;5,8,11,14-Icosatetraenoic Acid;Avenanthramide K","2, 5"
"Incretin synthesis, secretion, and inactivation","WP2728","wiki",0.00131662,6,21,0.04189774,1,"Pentadecanoic acid;Elaidic acid;Oleic acid;Dodecanoic acid;Octadec-9-enoic Acid;Myristic acid;Palmitic acid;Docosahexaenoic acid;hexadecanoic acid; PALM; Palmitic acid;9Z-octadecenoic acid; OLEA; Oleic acid;9E-octadecenoic acid; Elaidic acid; ELDA;4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid; DHA; Docosahexaenoic acid;Myristic acid; MYSA; tetradecanoic acid;DDCX; Dodecanoic acid;9Z-octadecenoic acid; OA; Oleic acid;hexadecanoic acid; Palmitic acid;Myristic acid; tetradecanoic acid;(4E,7E,10Z,13E,16E,19E)-Docosa-4,7,10,13,16,19-hexaenoic acid","6"
"Integration of energy metabolism","WP1831","wiki",0.00019759,9,35,0.01347405,0.27900325,"Pentadecanoic acid;Elaidic acid;Oleic acid;Pyrophosphate;Phosphate;Dodecanoic acid;Octadec-9-enoic Acid;Palmitic acid;Cyclic AMP;Adenosine monophosphate;Fructose 6-phosphate; Fructose-6-Phosphate;hexadecanoic acid; PALM; Palmitic acid;Fructose 6-phosphate; Fructose 6P;Adenosine monophosphate; AMP;Beta-D-Fructose 6-phosphate; Fructose-6-P;9Z-octadecenoic acid; OLEA; Oleic acid;cAMP; Cyclic AMP;Phosphate; Pi;9E-octadecenoic acid; Elaidic acid; ELDA;PPi; Pyrophosphate;DDCX; Dodecanoic acid;D-Tagatose 6-phosphate;Cyclic AMP; IP-activated  cAMP;9Z-octadecenoic acid; OA; Oleic acid;hexadecanoic acid; Palmitic acid;Vidarabine phosphate;Fructose-6-Phosphate (closed form);D-fructose 6-phosphate","2, 5"
"Dopamine metabolism","WP2436","wiki",0.00015502,9,34,0.01233251,0.21934983,"N-Methylserotonin;Leucodopachrome;Homovanillic acid;5,6-Dihydroxyindole;Dopaquinone;L-Dopa;DL-Dopa;Glutathione;Ammonia;Dopaquinone; L-dopaquinone;Glutathione; GSH;5,6-Dihydroxyindole; DHI;L-Dopaquinone;Glutathionate(1-);Dopaminechrome; Dopaminochrome;Avenanthramide K","4"
"Deadenylation-dependent mRNA decay","WP2659","wiki",0.00142186,4,9,0.0424188,1,"Phosphate;Uridine 5'-monophosphate;Adenosine monophosphate;GMP; Guanosine monophosphate;Adenosine monophosphate; AMP;UMP; Uridine 5'-monophosphate;guanosine 5'-monophosphate; Guanosine monophosphate;Phosphate; Pi;Guanosine monophosphate;Vidarabine phosphate;[(2S,3R,4R,5R)-5-(2,4-Dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;[(2R,5R)-5-(2-Amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","Did not cluster"
"Phenylalanine and tyrosine metabolism","WP4981","wiki",9.246e-05,9,32,0.00778876,0.13092951,"4-Hydroxyphenylpyruvic acid;D-Aspartic acid;4-Fumarylacetoacetic acid;Indolepyruvate;Ascorbic acid;L-Aspartic acid;Glutamate; L-Glutamic acid;D-Glutamic acid;Glutathione;Ammonia;D-Glutamic acid; Glutamate;4-Hydroxyphenylpyruvic acid; HPPYRA;L-Glutamate; L-Glutamic acid;Glutathione; GSH;Aspartate; L-Aspartic acid;D-Asp; D-Aspartic acid;2-oxo-3-phenylpropanoate; keto-phenylpyruvate; kPPV;DL-Glutamate; Glutamate;Ascorbic acid; L-ascorbic acid;3-(indol-3-yl)pyruvic acid; 3IN-PYRA; Indolepyruvate;4,6-dioxo-2E-octenedioic acid; 4-Fumarylacetoacetic acid; fumarylacetoacetate;4,6-dioxo-2E-octenedioic acid; 4-Fumarylacetoacetic acid;Maleylacetoacetic acid;4-fumarylacetoacetate(2-); fumarylacetoacetate;Glutathionate(1-);3,4-Dihydroxy-5-[(S)-1,2-dihydroxyethyl]furan-2(5H)-one;Avenanthramide K;2-oxo-3-phenylpropanoate; kPPV","4"
